symbol,product_type,put_call,strike,net_position,price,currency,multiplier,maturity_date
ABEV,OP,C,16.25,-32700,0.6802978516,BRL,1,2022-1-1
VALE3,OP,P,56.47,1500,0.6380928755,BRL,1,2022-1-1
ELET3,OP,C,40.05,500,0.04458338395,BRL,1,2021-7-12
MGLU3,OP,C,9.09,-374700,0.08028952032,BRL,1,2021-7-12
BOVV,OP,P,100,10000,1.842865586,BRL,1,2021-7-12
VIVT3,OP,P,50,18000,1.616192698,BRL,1,2022-1-1
CYRE3,OP,C,14.91,22200,0.2287617773,BRL,1,2021-7-12
VALE3,OP,P,65.21,15400,4.359113216,BRL,1,2022-5-7
BRKM5,OP,P,57,11700,4.594167709,BRL,1,2021-7-12
VIIA3,OP,C,9,-72300,0.03047803789,BRL,1,2022-1-1
CSNA,OP,P,25.73,1200,3.952587605,BRL,1,2021-7-12
VALE3,OP,C,84.47,-24900,0.6687358022,BRL,1,2022-1-1
MULT3,ST,,,80604,19.23500061,BRL,1,
MGLU3,OP,C,11.74,-16800,0.01645914093,BRL,1,2021-7-12
CIEL3,OP,P,2.96,400,0.9295128584,BRL,1,2021-7-12
VALE3,OP,P,65.97,40100,2.234739304,BRL,1,2022-1-1
VIIA3,OP,P,7,-222200,1.765042901,BRL,1,2021-7-12
VALE3,OP,P,50.47,-17600,0.07366205007,BRL,1,2021-7-12
VIIA3,OP,P,12.5,32600,7.212390423,BRL,1,2021-7-12
PCAR3,ST,,,216162,21.96999931,BRL,1,
MULT3,OP,C,19.5,-37400,0.7189279199,BRL,1,2021-7-12
BBAS,OP,P,27.62,-16200,0.1365737319,BRL,1,2021-7-12
CSNA,OP,C,20.23,87300,2.141938448,BRL,1,2021-7-12
BBDC3,OP,C,18.61,2400,0.1035450846,BRL,1,2021-7-12
LAME4,OP,C,5.8,-43500,0.3265532255,BRL,1,2022-1-1
BBSE,OP,P,21.48,-94600,1.033733845,BRL,1,2021-7-12
BBSE,OP,P,25.98,200,5.325249195,BRL,1,2021-7-12
BBAS,OP,C,37.12,-11200,0.04419160634,BRL,1,2021-7-12
ELET6,OP,P,32.5,-6000,1.202040434,BRL,1,2021-7-12
VALE3,OP,P,74.97,-81500,5.178727627,BRL,1,2021-7-12
PETR4,OP,C,26.6,-1400,3.87402153,BRL,1,2022-1-1
BRKM5,OP,C,76,100,0.01368524693,BRL,1,2021-7-12
VIIA3,OP,C,11.75,-19400,,BRL,1,2021-7-12
BRKM5,OP,C,51,3600,5.457544804,BRL,1,2022-1-1
EMBR3,OP,P,21,11600,3.164161444,BRL,1,2022-1-1
VIIA3,OP,C,12.25,-300,0.01138259936,BRL,1,2022-1-1
VALE3,OP,C,92.47,-153700,0.2186785191,BRL,1,2022-1-1
BBAS,OP,C,29.21,51400,3.420051336,BRL,1,2022-1-1
MRFG,OP,P,26.1,64000,4.119522095,BRL,1,2021-7-12
BBAS,OP,P,26.37,-37700,0.08026911318,BRL,1,2021-7-12
EQTL,OP,P,25,25600,2.238653421,BRL,1,2022-1-1
ITUB4,OP,C,27.66,-2100,0.007089729887,BRL,1,2021-7-12
BRAP4,OP,C,49,37500,3.702225685,BRL,1,2022-1-1
JBSS3,OP,C,41.48,10000,0.03177476674,BRL,1,2021-7-12
VALE3,OP,P,62.11,-51100,2.674354792,BRL,1,2022-4-4
VIIA3,OP,P,6.4,-45900,1.196905732,BRL,1,2021-7-12
ABEV,OP,P,18.57,-12300,2.594242811,BRL,1,2021-7-12
BBAS,OP,P,26.21,9900,0.2553091943,BRL,1,2022-1-1
VALE3,OP,P,84.97,100,14.04441738,BRL,1,2022-1-1
VIIA3,OP,P,11.75,1300,6.383533478,BRL,1,2022-1-1
B3SA3,OP,C,19.1,-100,0.003443276975,BRL,1,2022-1-1
ABEV,OP,P,12.07,-1800,0.004090024624,BRL,1,2021-7-12
BBDC4,OP,C,25.32,12840,0.007372080814,BRL,1,2021-7-12
MGLU3,OP,C,12.99,196100,0.008694533259,BRL,1,2021-7-12
EQTL,OP,P,23.5,15600,1.258623481,BRL,1,2022-1-1
JBSS3,OP,P,32.73,-1000,0.6142615676,BRL,1,2021-7-12
MGLU3,OP,C,10.24,150600,0.03556377813,BRL,1,2021-7-12
MGLU3,OP,P,5.89,-19800,0.1460202634,BRL,1,2021-7-12
UGPA3,OP,C,13.8,15600,0.6985249519,BRL,1,2021-7-12
YDUQ3,OP,P,22.5,10000,2.024320841,BRL,1,2022-1-1
BRDT3,OP,P,25.22,-20000,3.88846755,BRL,1,2021-7-12
MRFG,OP,P,28.1,30000,6.062250137,BRL,1,2021-7-12
PETR4,OP,C,8.49,35600,21.06319809,BRL,1,2021-7-12
VIIA3,OP,C,6.4,-60400,0.1976143569,BRL,1,2022-1-1
VIIA3,OP,P,6.3,-19700,1.106257796,BRL,1,2021-7-12
BBDC4,OP,P,26,24290,5.900634766,BRL,1,2021-7-12
VALE3,OP,C,31.47,500,39.16252518,BRL,1,2021-7-12
CYRE3,OP,P,17.91,-24700,4.515229702,BRL,1,2021-7-12
BBDC4,OP,P,21.91,-10700,2.083390951,BRL,1,2022-1-1
VALE3,OP,C,53.21,-10500,22.90104485,BRL,1,2022-9-8
VIIA3,OP,C,10,35100,0.02030643821,BRL,1,2022-1-1
BRDT3,OP,C,22.22,23200,0.3967228532,BRL,1,2021-7-12
PETR4,OP,P,27.6,67800,1.997462988,BRL,1,2022-5-7
YDUQ3,OP,C,23.5,-80900,0.5884752274,BRL,1,2021-7-12
BRFS3,OP,C,26,-47900,0.008597286418,BRL,1,2021-7-12
KLBN11,OP,C,22.65,-3100,2.334271193,BRL,1,2022-1-1
PETR4,OP,P,30.49,38000,1.53168118,BRL,1,2021-7-12
GGBR4,OP,P,25.03,76100,1.016364932,BRL,1,2022-1-1
ELET6,OP,C,40.5,-17000,0.01283442136,BRL,1,2021-7-12
PETR4,OP,C,28.24,-1600,1.974480033,BRL,1,2021-7-12
VALE3,OP,P,97.47,30200,26.61150932,BRL,1,2021-7-12
VIIA3,OP,P,19,21100,13.53523159,BRL,1,2022-1-1
ABEV,OP,P,17.82,-401200,1.866447568,BRL,1,2021-7-12
VIIA3,OP,P,6,-43700,0.8477323055,BRL,1,2021-7-12
HYPE3,OP,C,31.22,16500,0.05222192407,BRL,1,2021-7-12
PCAR3,OP,P,23.5,18000,2.123552799,BRL,1,2022-1-1
PETR4,OP,C,22.49,700,7.196704865,BRL,1,2021-7-12
BOVA,OP,C,118,-37067,0.1570992619,BRL,1,2022-1-1
BRAP4,OP,P,51,6400,2.971238852,BRL,1,2022-1-1
BBSE,OP,P,21.73,5000,1.233158827,BRL,1,2021-7-12
BRKM5,OP,C,60,13000,0.4227004349,BRL,1,2021-7-12
YDUQ3,OP,P,24,17700,2.385673761,BRL,1,2021-7-12
QQQ,OP,C,408,-180,1.694687247,USD,100,2021-7-12
GGBR4,OP,P,26.03,48600,1.391998172,BRL,1,2022-1-1
ABEV,OP,C,19,-283200,0.07265019417,BRL,1,2022-1-1
BRFS3,OP,P,22.5,-78400,3.256185293,BRL,1,2021-7-12
BBDC4,OP,P,26.91,84120,6.805633068,BRL,1,2021-7-12
VALE3,OP,C,85.47,-3400,0.5753894448,BRL,1,2022-1-1
ITSA4,OP,P,9.54,-466200,0.261190325,BRL,1,2022-1-1
VIVT3,OP,C,54,200,0.4091365933,BRL,1,2022-1-1
RADL3,OP,C,24.4,4000,0.3429122567,BRL,1,2022-1-1
VALE3,OP,P,96.47,22700,25.61744499,BRL,1,2021-7-12
ABEV,OP,C,15.57,-331900,0.6827885509,BRL,1,2021-7-12
PCAR3,OP,P,38.25,400,16.12961006,BRL,1,2021-7-12
VALE3,OP,C,75.47,-15400,2.576687098,BRL,1,2022-1-1
ITUB4,OP,P,23.91,2400,1.603433847,BRL,1,2021-7-12
SPY,OP,P,350,-1000,1.65456605,USD,100,2022-1-1
BRKM5,ST,,,86092,53.23500061,BRL,1,
B3SA3,OP,P,7.98,-54300,0.02166918665,BRL,1,2021-7-12
BBAS,OP,C,33.71,-34100,0.9464092255,BRL,1,2022-1-1
BBDC4,OP,C,16.68,3500,3.439076662,BRL,1,2021-7-12
BRDT3,OP,C,29.72,900,0.009993028827,BRL,1,2021-7-12
ITUB4,OP,P,27.91,46700,5.430238724,BRL,1,2021-7-12
PETR4,OP,C,24.1,700,6.021430016,BRL,1,2022-1-1
VALE3,OP,C,73.47,-38300,3.339946747,BRL,1,2022-1-1
BRAP4,OP,C,51.66,-12500,1.192996025,BRL,1,2021-7-12
BRML3,OP,C,9,-3100,0.06156636029,BRL,1,2021-7-12
BBAS,OP,C,28.71,73900,3.802562237,BRL,1,2022-1-1
VIIA3,OP,P,5.32,-38400,0.6167596579,BRL,1,2022-8-2
JBSS3,OP,C,44.98,-9400,0.01004843693,BRL,1,2021-7-12
PETR4,OP,C,36.85,300,0.3171203136,BRL,1,2022-8-2
MGLU3,OP,C,8.69,-35900,0.1085091829,BRL,1,2021-7-12
ITUB4,OP,C,24.16,-181100,0.1243756339,BRL,1,2021-7-12
B3SA3,OP,C,14.82,-100,0.09146072716,BRL,1,2022-8-2
LAME4,OP,C,6.4,4500,0.1859359592,BRL,1,2022-1-1
VALE3,OP,P,68.61,500,4.774883747,BRL,1,2022-4-4
ABEV,OP,C,16.5,-92900,0.5709369779,BRL,1,2022-1-1
VIVT3,OP,C,47.88,5900,2.528360367,BRL,1,2021-7-12
VALE3,OP,C,83.97,67900,0.7247899771,BRL,1,2022-1-1
BRKM5,OP,P,53,300,2.244139433,BRL,1,2021-7-12
EGIE3,OP,C,41,5200,0.4657268226,BRL,1,2022-1-1
PCAR3,OP,P,25.5,3300,3.510364294,BRL,1,2021-7-12
BRFS3,OP,P,22,37400,2.791323662,BRL,1,2021-7-12
PETR4,OP,P,29.6,30000,2.735410929,BRL,1,2022-5-7
MGLU3,OP,P,17.49,13500,10.42354393,BRL,1,2021-7-12
VALE3,OP,P,108.47,600,37.55463791,BRL,1,2021-7-12
EMBR3,OP,C,29,4000,0.0161835365,BRL,1,2021-7-12
ITUB4,OP,P,28.66,79400,6.175646782,BRL,1,2021-7-12
BBDC4,OP,P,20.5,98490,1.197920561,BRL,1,2022-1-1
ITSA4,OP,P,12.47,100,2.698119402,BRL,1,2021-7-12
VALE3,OP,P,38.21,300,0.3277231455,BRL,1,2022-9-8
SANB11,OP,C,36.2,-33100,0.1605777293,BRL,1,2021-7-12
ELET3,OP,C,34.05,-4300,0.6987388134,BRL,1,2021-7-12
USIM5,OP,P,13.07,300,0.4678249955,BRL,1,2021-7-12
ITUB4,OP,P,23.74,41200,1.6310817,BRL,1,2022-1-1
BOVA,OP,C,96,-9627,3.832458258,BRL,1,2021-7-12
USIM5,OP,C,12.32,-9700,1.49758637,BRL,1,2021-7-12
BBAS,OP,P,28.71,-83900,0.5838020444,BRL,1,2022-1-1
GGBR4,OP,P,25.9,29200,0.7928614616,BRL,1,2021-7-12
BRFS3,OP,C,25,-39300,0.01834280044,BRL,1,2021-7-12
VALE3,OP,P,88.61,30100,16.96151543,BRL,1,2022-4-4
PETR4,OP,P,33.74,-8100,4.181537151,BRL,1,2021-7-12
BOVA,OP,P,97,-3079,3.451423168,BRL,1,2022-1-1
PETR4,OP,C,33.49,-55600,0.1065924913,BRL,1,2021-7-12
PCAR3,OP,P,20,-8800,0.2467313111,BRL,1,2021-7-12
CSNA,OP,C,30,100,0.1672251672,BRL,1,2022-1-1
B3SA3,OP,P,14.56,22300,3.37481451,BRL,1,2021-7-12
EQTL,OP,P,24.53,-2100,1.757574677,BRL,1,2021-7-12
BRKM5,OP,C,66,500,0.05933669955,BRL,1,2021-7-12
EQTL,OP,C,25,20000,0.3853750229,BRL,1,2022-1-1
MGLU3,OP,P,7.89,9800,1.224698067,BRL,1,2022-1-1
VIIA3,OP,C,22,4600,0.006807775237,BRL,1,2022-5-7
TAEE11,OP,P,34.75,1400,0.2438015193,BRL,1,2021-7-12
PETR4,OP,P,33.1,32600,3.771530151,BRL,1,2022-1-1
VALE3,OP,C,58.21,-6200,20.12719536,BRL,1,2022-6-9
MULT3,OP,C,22,23300,0.10950201,BRL,1,2021-7-12
BBAS,OP,P,25.37,3800,0.05639941245,BRL,1,2021-7-12
GGBR4,OP,C,29.9,400,0.1142278537,BRL,1,2021-7-12
VALE3,OP,P,99.47,181800,27.85775185,BRL,1,2022-1-1
MGLU3,OP,C,16.99,1300,0.002870132914,BRL,1,2021-7-12
VALE3,OP,C,68.47,154100,5.924543858,BRL,1,2022-1-1
BOVA,OP,C,125,-45485,0.06464453042,BRL,1,2022-1-1
MGLU3,OP,P,9.69,-31700,2.704627752,BRL,1,2021-7-12
VALE3,OP,P,89.47,-35000,18.19092751,BRL,1,2022-1-1
VALE3,OP,P,85.97,10400,15.20857716,BRL,1,2021-7-12
VALE3,OP,C,109.61,49500,0.3477604985,BRL,1,2022-4-4
VIIA3,OP,P,4.1,115700,0.05886061862,BRL,1,2021-7-12
MGLU3,OP,C,12.49,174000,0.01161351148,BRL,1,2021-7-12
GGBR4,OP,C,26.9,87800,0.7945964932,BRL,1,2021-7-12
YDUQ3,OP,C,22,-71700,2.011682272,BRL,1,2022-1-1
VALE3,OP,C,99.47,123500,0.1063013449,BRL,1,2022-1-1
ABEV,OP,P,17.07,2200,1.181444407,BRL,1,2021-7-12
VIIA3,OP,P,16.5,20100,11.19588184,BRL,1,2021-7-12
PETR4,OP,P,27.1,-2200,0.7523940802,BRL,1,2022-1-1
BRDT3,OP,P,23.72,-28600,2.46498394,BRL,1,2021-7-12
VIIA3,OP,C,7.2,107000,0.02418913506,BRL,1,2021-7-12
PETR4,OP,C,23.85,12900,6.239814281,BRL,1,2022-1-1
VIIA3,OP,P,17,12200,11.56122684,BRL,1,2022-1-1
MULT3,OP,P,17.5,2000,0.2328927815,BRL,1,2021-7-12
CSAN3,ST,,,-2906,21.33499908,BRL,1,
BBAS,OP,C,29.12,98300,2.846672058,BRL,1,2021-7-12
MULT3,OP,P,21.5,6500,2.578022957,BRL,1,2022-1-1
MGLU3,OP,C,11.99,-40800,0.01585229672,BRL,1,2021-7-12
BBAS,OP,P,28.12,26000,0.1732345223,BRL,1,2021-7-12
VIIA3,OP,P,8.8,100600,3.536935091,BRL,1,2021-7-12
CSNA,OP,P,22.75,-10000,2.172696352,BRL,1,2022-1-1
PETR4,OP,C,25.6,8000,4.700621605,BRL,1,2022-1-1
ABEV,OP,C,13.57,3100,3.706197739,BRL,1,2022-5-7
BBAS,OP,P,23.37,-9100,0.03123345226,BRL,1,2021-7-12
CSNA,OP,P,26.23,-8300,4.416764259,BRL,1,2021-7-12
BBAS,OP,C,32.12,246800,0.8365947604,BRL,1,2021-7-12
BRDT3,OP,C,22,-70200,1.043931127,BRL,1,2022-1-1
PCAR3,OP,P,29.5,300,7.423436642,BRL,1,2021-7-12
MULT3,OP,P,21,-29100,1.947567582,BRL,1,2021-7-12
EGIE3,OP,P,39,20600,0.9459913373,BRL,1,2021-7-12
PETR4,OP,C,24.1,24900,6.021430016,BRL,1,2022-1-1
GGBR4,OP,C,19.78,-5000,6.968225002,BRL,1,2022-1-1
BRFS3,OP,P,22.25,-58000,3.12230134,BRL,1,2022-1-1
EMBR3,OP,C,17,500,5.697172642,BRL,1,2023-0-1
ELET3,OP,C,33.05,-5600,1.126983166,BRL,1,2021-7-12
PETR4,OP,P,17.6,-200,0.1826942861,BRL,1,2022-8-3
VIIA3,OP,C,7.9,41700,0.01382116601,BRL,1,2021-7-12
BBAS,OP,P,28.62,-141700,0.2222160846,BRL,1,2021-7-12
LAME4,OP,C,6.8,2300,0.1257842332,BRL,1,2022-1-1
VIIA3,OP,C,5.6,70100,0.4090843201,BRL,1,2022-1-1
EGIE3,OP,C,40.5,2800,0.1474755704,BRL,1,2021-7-12
HYPE3,OP,P,28.72,-600,1.877477884,BRL,1,2021-7-12
KLBN11,OP,P,22.9,71900,0.2495054901,BRL,1,2021-7-12
GOAU4,OP,C,8.51,-60000,2.38127017,BRL,1,2021-7-12
ITUB4,OP,P,24.66,164600,2.257071495,BRL,1,2021-7-12
VALE3,OP,C,63.47,10400,9.440822601,BRL,1,2022-1-1
YDUQ3,OP,P,22,39600,1.145306945,BRL,1,2021-7-12
CSNA,OP,C,24,-100,1.052391887,BRL,1,2022-1-1
VALE3,OP,C,105.47,42500,0.01131788734,BRL,1,2021-7-12
MGLU3,OP,P,18.24,9400,11.01714325,BRL,1,2022-1-1
USIM5,OP,P,16.32,-72600,2.802998066,BRL,1,2021-7-12
USIM5,OP,C,15.07,-24900,0.197841242,BRL,1,2021-7-12
GOAU4,OP,P,10.79,-4400,0.6134219766,BRL,1,2022-1-1
JBSS3,OP,P,29.98,-1100,0.4986448288,BRL,1,2022-1-1
MGLU3,OP,C,17.99,5200,0.002207554411,BRL,1,2021-7-12
VIIA3,OP,P,8,-83000,2.743994236,BRL,1,2021-7-12
B3SA3,OP,P,10.31,-19200,0.1694976091,BRL,1,2021-7-12
VALE3,OP,P,105.47,-79500,33.75394058,BRL,1,2022-1-1
BRML3,OP,C,6.8,2600,1.022312403,BRL,1,2021-7-12
UGPA3,OP,C,13.8,8000,1.131627202,BRL,1,2022-1-1
EMBR3,OP,C,20,80500,1.0331707,BRL,1,2022-1-1
VALE3,OP,C,51.97,100,18.82676125,BRL,1,2021-7-12
GGBR4,ST,,,-71480,26.36500168,BRL,1,
PETR4,OP,P,33.49,23000,3.947718382,BRL,1,2021-7-12
VALE3,OP,C,65.47,30500,17.92525673,BRL,1,2022-6-12
ITUB4,OP,P,27.24,216700,4.51785326,BRL,1,2022-1-1
VALE3,OP,P,91.47,6600,20.0929184,BRL,1,2022-1-1
VALE3,OP,P,88.47,-14100,17.25024223,BRL,1,2022-1-1
PCAR3,OP,P,23,-2600,1.813636184,BRL,1,2022-1-1
JBSS3,OP,C,38.48,5600,0.1406309158,BRL,1,2021-7-12
EMBR3,OP,C,21.5,-7700,0.195887506,BRL,1,2021-7-12
VIIA3,OP,P,14,58400,8.601683617,BRL,1,2022-1-1
PETR4,OP,P,22.24,29300,0.07390226424,BRL,1,2021-7-12
MRFG,OP,P,25.1,-49500,3.177443027,BRL,1,2021-7-12
EMBR3,OP,C,22.5,-1500,0.4491735995,BRL,1,2022-1-1
GGBR4,OP,P,21.9,-200000,0.1118841767,BRL,1,2021-7-12
BRKM5,OP,C,49,6900,6.759163857,BRL,1,2022-1-1
BBSE,OP,P,20,200,0.5014904141,BRL,1,2022-1-1
VALE3,OP,P,98.47,17500,27.60573578,BRL,1,2021-7-12
HYPE3,OP,P,27,-5800,1.170889497,BRL,1,2022-1-1
USIM5,OP,C,12.82,-131800,1.128149033,BRL,1,2021-7-12
GGBR4,OP,P,24.28,25000,0.7924194932,BRL,1,2022-1-1
KLBN11,ST,,,-86085,24.24499893,BRL,1,
VIIA3,OP,P,11.75,500,6.465485573,BRL,1,2021-7-12
EMBR3,OP,C,31,-200,0.01091919187,BRL,1,2021-7-12
ITUB4,OP,C,23.24,-49700,0.8408390284,BRL,1,2022-1-1
SANB11,OP,P,37.2,15000,4.359028339,BRL,1,2021-7-12
CSNA,OP,C,19.5,5000,3.353947163,BRL,1,2022-1-1
BBAS,OP,P,31.12,-13800,0.7954660654,BRL,1,2021-7-12
VALE3,OP,P,59.47,-6900,0.945497334,BRL,1,2022-1-1
VIIA3,OP,P,14.25,7400,8.95516777,BRL,1,2021-7-12
HYPE3,OP,C,27.72,9200,0.5351036191,BRL,1,2021-7-12
BOVA,OP,C,137,38239,0.02849160321,BRL,1,2022-1-1
VALE3,OP,C,104.47,-100,0.01410238445,BRL,1,2021-7-12
HYPE3,OP,P,27.5,100,1.41506052,BRL,1,2022-1-1
ITSA4,OP,P,9.42,155200,0.1070467159,BRL,1,2021-7-12
BRKM5,OP,C,44,-100,9.598669052,BRL,1,2021-7-12
ABEV,OP,C,15.5,2400,1.097892046,BRL,1,2022-1-1
ABEV,OP,P,17.65,39300,1.820063353,BRL,1,2022-8-2
VIIA3,OP,P,16.5,6100,11.06781769,BRL,1,2022-1-1
MGLU3,OP,P,15.99,28600,8.931118965,BRL,1,2021-7-12
ELET3,OP,P,38.05,11100,5.178123951,BRL,1,2021-7-12
PETR4,OP,C,28.6,1000,3.756526947,BRL,1,2022-4-4
BBDC4,OP,P,26.25,21800,6.149221897,BRL,1,2021-7-12
PETR4,OP,C,28.49,-32200,1.78271687,BRL,1,2021-7-12
VALE3,OP,C,67.97,119500,4.335292816,BRL,1,2021-7-12
YDUQ3,OP,C,22.5,25600,1.77529037,BRL,1,2022-1-1
VIIA3,OP,P,13.75,5100,8.457231522,BRL,1,2021-7-12
CSNA,OP,C,34.23,200,0.009141943417,BRL,1,2021-7-12
PETR4,OP,C,32.99,420400,0.1452114433,BRL,1,2021-7-12
PETR4,OP,C,30.6,1100,2.691721439,BRL,1,2022-4-4
BBSE,OP,P,19.48,-400,0.1511888206,BRL,1,2021-7-12
CMIG4,OP,C,15.5,30700,0.01107106078,BRL,1,2021-7-12
ELET6,OP,C,36,6000,0.1599888951,BRL,1,2021-7-12
BRAP4,OP,P,46,-19500,1.166130543,BRL,1,2022-1-1
VALE3,OP,C,62.47,10200,8.791784286,BRL,1,2021-7-12
HYPE3,OP,C,30.72,3500,0.07058104128,BRL,1,2021-7-12
YDUQ3,OP,P,24.5,-1500,2.772424936,BRL,1,2021-7-12
TAEE11,OP,C,36.5,-7500,1.242426276,BRL,1,2022-1-1
PETR4,OP,P,27.74,159400,0.4676856697,BRL,1,2021-7-12
PCAR3,OP,P,26,9500,3.989850998,BRL,1,2021-7-12
ITUB4,OP,P,21.16,17000,0.2349844724,BRL,1,2021-7-12
VALE3,OP,P,28.21,75500,0.1441209018,BRL,1,2022-0-5
BRKM5,OP,C,78,-1000,0.01234137267,BRL,1,2021-7-12
EMBR3,OP,C,26.5,-100,0.02810623497,BRL,1,2021-7-12
PETR4,OP,C,31.49,-272300,0.3775828779,BRL,1,2021-7-12
PETR4,OP,C,24.74,-1600,5.048410416,BRL,1,2021-7-12
VALE3,OP,P,107.47,-4700,35.7231369,BRL,1,2022-1-1
VIIA3,OP,P,6.2,41700,1.125485778,BRL,1,2022-1-1
BRAP4,OP,P,47.16,13500,0.7596712112,BRL,1,2021-7-12
VALE3,OP,C,77.97,-239200,0.4568592906,BRL,1,2021-7-12
VIIA3,OP,C,8.8,-158300,0.009100252762,BRL,1,2021-7-12
ITSA4,OP,P,14.72,3000,4.939416409,BRL,1,2021-7-12
CSNA,OP,C,24.23,71400,0.3313298225,BRL,1,2021-7-12
MULT3,OP,C,25,-100,0.01818797924,BRL,1,2021-7-12
ITUB4,OP,C,26.24,42400,0.1372960955,BRL,1,2022-1-1
VALE3,OP,P,103.47,-19900,31.78640366,BRL,1,2022-1-1
ITUB4,OP,C,22.74,-266700,1.079501629,BRL,1,2022-1-1
VALE3,OP,C,75.97,-31800,0.7744214535,BRL,1,2021-7-12
VIIA3,OP,P,6.2,47600,1.018324137,BRL,1,2021-7-12
CYRE3,OP,C,15.5,-41100,0.487119019,BRL,1,2022-1-1
BBAS,OP,C,35.12,-8100,0.1423521638,BRL,1,2021-7-12
RADL3,OP,P,21.37,-500,0.3988949656,BRL,1,2021-7-12
GGBR4,OP,P,26.65,74100,1.132479072,BRL,1,2021-7-12
BBDC4,OP,P,23.7,1000,3.559118509,BRL,1,2022-1-1
VIIA3,OP,P,6.6,-99200,1.383216739,BRL,1,2021-7-12
PETR4,OP,P,27.35,-4800,1.317580819,BRL,1,2022-8-3
VIIA3,OP,C,9.9,38900,0.003906215308,BRL,1,2021-7-12
PCAR3,OP,C,38.25,-1800,0.00148637651,BRL,1,2021-7-12
BBSE,OP,C,25,-10100,0.03988103196,BRL,1,2022-1-1
USIM5,OP,P,13.96,-57700,1.285280824,BRL,1,2022-1-1
GGBR4,OP,C,24.4,22900,2.384481907,BRL,1,2021-7-12
BRML3,OP,C,7.8,4400,0.5516352057,BRL,1,2022-1-1
MRFG,OP,P,24,28100,2.434912682,BRL,1,2022-1-1
BRFS3,OP,C,20.5,-4700,0.3505984843,BRL,1,2021-7-12
PETR4,OP,P,32.49,-6100,3.045624018,BRL,1,2021-7-12
BBAS,OP,C,32.46,-2500,1.435278893,BRL,1,2022-1-1
B3SA3,OP,C,14.06,-303600,0.01019738987,BRL,1,2021-7-12
USIM5,OP,C,16.82,38500,0.03908264264,BRL,1,2021-7-12
BRML3,OP,P,9.5,100,1.753935099,BRL,1,2021-7-12
B3SA3,OP,C,16.31,-4200,,BRL,1,2021-7-12
LAME4,OP,C,5.6,-100,0.392012924,BRL,1,2022-1-1
BRKM5,OP,P,46.5,-8900,0.490118742,BRL,1,2021-7-12
EMBR3,OP,P,26,500,7.613586426,BRL,1,2021-7-12
MRFG,OP,C,28.6,12000,0.01469627582,BRL,1,2021-7-12
VIVT3,OP,P,42.38,200,0.04714876786,BRL,1,2021-7-12
GGBR4,OP,C,29.4,22800,0.1634375602,BRL,1,2021-7-12
BBDC4,OP,C,22.16,-500,0.3868608475,BRL,1,2022-1-1
HYPE3,OP,C,29.47,-49000,0.1555792987,BRL,1,2021-7-12
BRML3,OP,P,8.2,30000,0.7395253181,BRL,1,2022-1-1
BRAP4,OP,C,57.66,1300,0.1226127371,BRL,1,2021-7-12
RADL3,OP,P,22.4,-3900,1.171595812,BRL,1,2022-1-1
MGLU3,OP,P,8.29,115600,1.410411716,BRL,1,2021-7-12
EQTL,OP,C,24.53,29800,0.1185273975,BRL,1,2021-7-12
BBSE,OP,P,17.98,100,0.05790747702,BRL,1,2021-7-12
VIIA3,OP,P,10.5,1000,5.22359848,BRL,1,2021-7-12
VIIA3,ST,,,-59100,5.25,BRL,1,
BBDC4,OP,P,30.77,3030,10.64748955,BRL,1,2021-7-12
CSNA,OP,C,22.5,-12000,1.611279011,BRL,1,2022-1-1
BRKM5,OP,C,52,1200,4.871310711,BRL,1,2022-1-1
BRKM5,OP,C,51,-10400,3.84614253,BRL,1,2021-7-12
PCAR3,OP,C,23.5,-35400,0.8666000962,BRL,1,2022-1-1
BBAS,OP,P,27.96,900,0.4519061446,BRL,1,2022-1-1
ITUB4,OP,P,20.74,60000,0.4108085036,BRL,1,2022-1-1
VALE3,OP,P,118.47,35900,47.51343536,BRL,1,2021-7-12
EGIE3,OP,C,37.5,-100,1.470228434,BRL,1,2021-7-12
BRKM5,OP,P,54,65000,2.726607323,BRL,1,2021-7-12
BBAS,ST,,,4100,31.57500076,BRL,1,
PETR4,OP,C,27.35,1200,4.164548874,BRL,1,2022-8-3
LAME4,OP,C,5.5,17100,0.2152668834,BRL,1,2021-7-12
BBDC4,OP,P,18.95,-56920,0.2659178674,BRL,1,2021-7-12
ELET3,OP,C,40.55,900,0.03771204874,BRL,1,2021-7-12
CIEL3,OP,C,2.26,-283700,0.09712884575,BRL,1,2022-1-1
GGBR4,OP,P,23.78,-23300,0.6678617001,BRL,1,2022-1-1
BRDT3,OP,P,24.72,20200,3.402525902,BRL,1,2021-7-12
VIIA3,OP,P,6.5,-68900,1.289974332,BRL,1,2021-7-12
VALE3,OP,C,80.47,236800,1.23526895,BRL,1,2022-1-1
USIM5,OP,P,15.32,51000,1.902938962,BRL,1,2021-7-12
MGLU3,OP,C,7.89,600,0.223214373,BRL,1,2021-7-12
USIM5,OP,P,12.82,-39100,0.3835201561,BRL,1,2021-7-12
BRAP4,OP,C,45.16,9600,5.597919464,BRL,1,2021-7-12
YDUQ3,OP,C,20.5,-34500,2.131569862,BRL,1,2021-7-12
B3SA3,OP,C,18.6,4300,0.004634235986,BRL,1,2022-1-1
BRKM5,OP,C,49.5,2600,6.411430836,BRL,1,2022-1-1
UNP,OP,P,210,383,0.5867760777,USD,100,2021-7-12
BBAS,OP,C,32.71,-11800,1.324398994,BRL,1,2022-1-1
