symbol,product_type,put_call,strike,net_position,price,currency,multiplier,maturity_date
VIIA3,OP,C,12,-14100,0.01204912551,BRL,1,2022-1-1
MGLU3,OP,C,18.99,17600,0.001682399539,BRL,1,2021-7-12
PETR3,OP,P,29.5,-36200,1.220579982,BRL,1,2022-1-1
GGBR4,OP,C,25.15,4700,1.815847158,BRL,1,2021-7-12
BOVA,OP,C,90,15399,8.488250732,BRL,1,2021-7-12
VALE3,OP,C,87.47,-5300,0.06081831455,BRL,1,2021-7-12
BRDT3,OP,P,22.22,-31300,1.253232718,BRL,1,2021-7-12
EGIE3,OP,P,38,-7600,0.5020242929,BRL,1,2021-7-12
LAME4,OP,P,7.1,-9900,1.959757805,BRL,1,2021-7-12
USIM5,OP,P,10.82,-8200,0.08100343496,BRL,1,2021-7-12
VALE3,OP,C,3.23,-1,67.28774261,BRL,1,2021-7-12
PETR4,OP,C,25.99,215700,3.876324177,BRL,1,2021-7-12
JBSS3,ST,,,600,34.125,BRL,1,
B3SA3,OP,C,13.07,-20000,0.2948166728,BRL,1,2022-8-2
MGLU3,OP,P,10.74,-49900,3.723754883,BRL,1,2021-7-12
LAME4,OP,C,6,-8400,0.0965307802,BRL,1,2021-7-12
ELET3,OP,C,32.55,-2800,1.397751808,BRL,1,2021-7-12
CYRE3,OP,C,13.5,-400,1.220731854,BRL,1,2022-1-1
PETR4,OP,P,39.49,1400,9.828124046,BRL,1,2021-7-12
TAEE11,OP,P,34.5,12800,0.5740423799,BRL,1,2022-1-1
BRAP4,OP,P,45.66,-21000,0.4945196509,BRL,1,2021-7-12
PETR4,OP,P,25.6,53300,1.410514593,BRL,1,2022-5-7
CYRE3,OP,P,14.91,-17400,1.7214185,BRL,1,2021-7-12
BRAP4,OP,C,50.66,-20900,1.647504926,BRL,1,2021-7-12
JBSS3,OP,P,36.48,-2600,2.650259018,BRL,1,2021-7-12
CSNA,OP,P,19,-35700,0.6841316223,BRL,1,2022-1-1
RADL3,ST,,,24269,21.98500061,BRL,1,
GGBR4,OP,P,27.28,-400,1.999766707,BRL,1,2022-1-1
PCAR3,OP,C,31,800,0.007362583652,BRL,1,2021-7-12
TAEE11,OP,C,36.5,14100,0.4825605452,BRL,1,2021-7-12
VIIA3,OP,C,6.12,15800,0.3518702388,BRL,1,2022-8-2
MGLU3,OP,P,9.09,175900,2.136310339,BRL,1,2021-7-12
PETR4,OP,P,31.74,-39900,2.42202878,BRL,1,2021-7-12
GGBR4,OP,P,28.28,-300,2.599305153,BRL,1,2022-1-1
BBAS,OP,C,33.62,64400,0.3562377393,BRL,1,2021-7-12
MRFG,ST,,,-25444,21.95000076,BRL,1,
PETR4,OP,P,29.6,-178400,2.315486908,BRL,1,2022-4-4
ABEV,OP,P,16.07,-89100,0.4804083407,BRL,1,2021-7-12
JBSS3,OP,P,36.98,6400,3.049984932,BRL,1,2021-7-12
VALE3,OP,C,76.47,-132600,2.233918905,BRL,1,2022-1-1
BBAS,OP,P,34.71,300,3.37188983,BRL,1,2022-1-1
GGBR4,OP,P,28.4,-800,2.286478758,BRL,1,2021-7-12
ITUB4,OP,C,29.16,-3700,0.004023049958,BRL,1,2021-7-12
ITUB4,OP,C,23.74,-64500,0.6417175531,BRL,1,2022-1-1
ELET6,OP,C,36.5,-5000,0.1218302473,BRL,1,2021-7-12
MGLU3,OP,P,22.74,5200,15.65001774,BRL,1,2021-7-12
MGLU3,OP,P,12.49,40000,5.45362854,BRL,1,2021-7-12
BRAP4,OP,C,51,1200,2.620632887,BRL,1,2022-1-1
BOVA,OP,C,94,-5579,5.226891518,BRL,1,2021-7-12
MGLU3,OP,P,9.99,22000,2.979154825,BRL,1,2022-1-1
PETR4,OP,P,25.74,-397100,0.2264263332,BRL,1,2021-7-12
BBAS,OP,C,30.96,19100,2.226479053,BRL,1,2022-1-1
ELET6,ST,,,2750,32.23999786,BRL,1,
BOVA,OP,P,130,9150,31.92330742,BRL,1,2021-7-12
PETR4,OP,P,19.49,127100,0.03039227426,BRL,1,2021-7-12
CYRE3,OP,C,18,7800,0.1517250538,BRL,1,2022-1-1
USIM5,OP,C,11.82,200300,1.90973103,BRL,1,2021-7-12
EMBR3,OP,C,24,9500,0.2635168731,BRL,1,2022-1-1
MGLU3,OP,C,20.24,15100,0.001253009774,BRL,1,2021-7-12
ELET6,OP,C,32,-12000,1.336999059,BRL,1,2021-7-12
BBDC3,OP,P,17.49,-2900,1.035501361,BRL,1,2022-1-1
PETR4,OP,P,24.1,108800,0.3272836804,BRL,1,2022-1-1
BOVV,ST,,,11081,102.0149994,BRL,1,
LAME4,OP,C,5.3,-70700,0.2899684608,BRL,1,2021-7-12
VIIA3,OP,C,10.25,13500,0.003163506743,BRL,1,2021-7-12
EMBR3,OP,P,20,100500,2.461777925,BRL,1,2022-1-1
BRDT3,OP,C,23,-19800,0.6614186168,BRL,1,2022-1-1
BOVA,OP,C,133,-10936,0.03557099402,BRL,1,2022-1-1
VIVT3,OP,C,48,1000,2.975950003,BRL,1,2022-1-1
PETR4,OP,P,28.1,-2500,1.018479347,BRL,1,2022-1-1
PCAR3,OP,P,23.5,12300,1.771682858,BRL,1,2021-7-12
ABEV,OP,C,17.25,114200,0.3202012181,BRL,1,2022-1-1
BBDC3,OP,P,17.11,5000,0.539303124,BRL,1,2021-7-12
BBAS,OP,P,24.37,-6300,0.04152438045,BRL,1,2021-7-12
LAME4,OP,C,6.5,10700,0.04369410127,BRL,1,2021-7-12
BRFS3,OP,C,27.5,20000,0.002812342951,BRL,1,2021-7-12
ELET6,OP,P,35.5,9900,3.336257458,BRL,1,2021-7-12
B3SA3,OP,P,10.06,-1500,0.1293630749,BRL,1,2021-7-12
ABEV,OP,P,20.5,-100,4.354522228,BRL,1,2022-1-1
ELET3,OP,P,36.55,-9300,3.773411274,BRL,1,2021-7-12
BBAS,OP,C,29.62,19900,2.434775114,BRL,1,2021-7-12
PETR4,OP,C,17.99,1000,11.61868572,BRL,1,2021-7-12
VIIA3,OP,C,5.8,4000,0.3389191926,BRL,1,2022-1-1
MGLU3,OP,C,10.74,196900,0.02446717583,BRL,1,2021-7-12
USIM5,OP,P,13.32,201700,0.5676778555,BRL,1,2021-7-12
MGLU3,OP,C,8.29,-11100,0.3396753371,BRL,1,2022-1-1
VIIA3,OP,P,25,8100,19.66084099,BRL,1,2021-7-12
BRAP4,OP,P,50.16,5000,1.71839726,BRL,1,2021-7-12
BRKM5,OP,C,54,-6200,2.117177486,BRL,1,2021-7-12
ELET3,OP,C,39.05,900,0.330278486,BRL,1,2022-1-1
CMIG4,OP,P,11,-100,0.04848624021,BRL,1,2021-7-12
BBDC3,OP,C,19.11,35600,0.05723600835,BRL,1,2021-7-12
VALE3,OP,P,71.97,104700,3.223520279,BRL,1,2021-7-12
VIIA3,OP,P,9.8,12500,4.527726173,BRL,1,2021-7-12
BRKM5,OP,P,50,10400,2.303600073,BRL,1,2022-1-1
CMIG4,OP,P,14.5,11400,1.458681822,BRL,1,2021-7-12
GOAU4,ST,,,334220,10.84500027,BRL,1,
JBSS3,OP,C,38.98,-3100,0.5182722807,BRL,1,2022-1-1
EMBR3,OP,P,9,-31400,0.3713379502,BRL,1,2023-0-1
EMBR3,OP,P,23,29200,4.68590498,BRL,1,2021-7-12
VALE3,OP,P,74.61,58500,7.522881031,BRL,1,2022-4-4
BBDC4,OP,P,16.23,100060,0.03560356796,BRL,1,2021-7-12
MGLU3,OP,C,20.74,-1100,0.001080411021,BRL,1,2021-7-12
BOVA,OP,P,87,32140,1.019071937,BRL,1,2022-1-1
MGLU3,OP,P,10.99,28100,3.969476223,BRL,1,2021-7-12
BBDC4,OP,P,27.14,5600,7.034426212,BRL,1,2021-7-12
VIIA3,OP,P,15.5,20100,10.08115387,BRL,1,2022-1-1
USIM5,OP,C,16.57,-34000,0.04861522466,BRL,1,2021-7-12
EQTL,OP,C,27.03,55000,0.004938845988,BRL,1,2021-7-12
CSNA,OP,P,28.23,23500,6.352760792,BRL,1,2021-7-12
GGBR4,OP,C,23.78,-14200,3.51420784,BRL,1,2022-1-1
MRFG,OP,P,16.1,-300,0.005588979926,BRL,1,2021-7-12
BRKM5,OP,P,59,1400,6.161268711,BRL,1,2021-7-12
VIVT3,OP,C,50.63,-1000,0.7326024175,BRL,1,2021-7-12
KLBN11,OP,P,24.15,32100,1.006423235,BRL,1,2022-1-1
B3SA3,OP,P,16.06,8700,4.863441944,BRL,1,2021-7-12
GGBR4,OP,C,23.9,2000,2.799412489,BRL,1,2021-7-12
CIEL3,OP,P,2.66,129600,0.6344438195,BRL,1,2021-7-12
PCAR3,OP,P,29,88300,6.929035664,BRL,1,2021-7-12
BRAP4,OP,C,56.66,-1500,0.1849864721,BRL,1,2021-7-12
LAME4,OP,P,5.8,-32100,0.7752940655,BRL,1,2021-7-12
VALE3,OP,P,78.47,9100,8.061738968,BRL,1,2021-7-12
ELET3,OP,C,35.05,4400,0.4085593522,BRL,1,2021-7-12
ITSA4,OP,C,9.89,-519500,0.3742552698,BRL,1,2022-1-1
BOVA,OP,P,126,-18601,27.94337845,BRL,1,2021-7-12
ELET3,OP,C,51.05,1500,0.002701217774,BRL,1,2021-7-12
VALE3,OP,P,81.97,107300,11.31326866,BRL,1,2021-7-12
PCAR3,OP,C,37,-59400,0.001682077185,BRL,1,2021-7-12
VALE3,OP,C,96.47,23300,0.02479540557,BRL,1,2021-7-12
MGLU3,OP,C,11.99,-53300,0.0482246168,BRL,1,2022-1-1
RADL3,OP,P,23.62,30000,1.729526758,BRL,1,2021-7-12
RADL3,OP,P,24.37,-1900,2.391458273,BRL,1,2021-7-12
BRFS3,OP,C,32.25,-100,0.0001050042774,BRL,1,2021-7-12
B3SA3,OP,P,11.06,-111500,0.3923561871,BRL,1,2021-7-12
KLBN11,OP,P,23.15,-16800,0.6343454719,BRL,1,2022-1-1
VIIA3,OP,C,6.92,198400,0.1902052164,BRL,1,2022-8-2
ITUB4,OP,C,24.24,5800,0.4840926826,BRL,1,2022-1-1
GGBR4,OP,C,28.28,25000,1.001320004,BRL,1,2022-1-1
GOAU4,OP,C,10.79,33600,0.783188343,BRL,1,2022-1-1
EGIE3,OP,P,39,-2500,1.284876227,BRL,1,2022-1-1
LAME4,OP,P,6.2,39100,1.108586073,BRL,1,2021-7-12
JBSS3,OP,P,34.48,-26600,1.314430833,BRL,1,2021-7-12
MGLU3,OP,P,12.49,17500,5.366411209,BRL,1,2022-1-1
ABEV,OP,C,14,-5000,2.252292395,BRL,1,2022-1-1
CSNA,OP,P,17,200,0.33741045,BRL,1,2022-1-1
VALE3,OP,C,84.97,-14700,0.621504724,BRL,1,2022-1-1
CSNA,OP,C,24.5,100,0.9033200145,BRL,1,2022-1-1
B3SA3,OP,P,13.57,20000,2.380038261,BRL,1,2022-8-2
CSAN3,OP,P,20.5,500,0.3732886314,BRL,1,2021-7-12
VIIA3,OP,P,5.8,-1800,0.6892501116,BRL,1,2021-7-12
BRML3,OP,P,8,-39900,0.4677217901,BRL,1,2021-7-12
VALE3,OP,C,107.47,7500,0.06653498858,BRL,1,2022-1-1
SANB11,OP,P,32.2,300,1.326490402,BRL,1,2022-1-1
USIM5,OP,C,18.21,-200,0.1273296028,BRL,1,2022-1-1
ITUB4,OP,P,26.99,25000,4.283903122,BRL,1,2022-1-1
VIIA3,OP,C,4.9,3000,0.5633711815,BRL,1,2021-7-12
PCAR3,OP,C,24.5,10000,0.5735934973,BRL,1,2022-1-1
JBSS3,OP,P,32.98,-4600,0.6889144182,BRL,1,2021-7-12
RADL3,OP,C,21.9,-7700,1.249688268,BRL,1,2022-1-1
BRML3,OP,C,7.2,-5700,0.6912333369,BRL,1,2021-7-12
MGLU3,OP,P,21.49,11200,14.40540886,BRL,1,2021-7-12
VIIA3,OP,P,19.75,400,14.43259716,BRL,1,2021-7-12
VIIA3,OP,C,18,-100,0.01278696861,BRL,1,2022-7-6
PETR4,OP,C,24.99,60900,4.805595398,BRL,1,2021-7-12
ABEV,OP,C,17.32,-34900,0.07066810876,BRL,1,2021-7-12
ABEV,OP,C,12.32,-100,3.656284332,BRL,1,2021-7-12
BRDT3,OP,P,24.22,21400,2.924516916,BRL,1,2021-7-12
PETR4,OP,P,28.24,221800,0.5771930814,BRL,1,2021-7-12
JBSS3,OP,P,24.23,-500,0.01929962821,BRL,1,2021-7-12
BRKM5,OP,C,46,-22200,8.957271576,BRL,1,2022-1-1
VALE3,OP,C,78.47,10000,1.671741009,BRL,1,2022-1-1
BBAS,OP,P,36.37,200,4.730898857,BRL,1,2021-7-12
YDUQ3,OP,P,20,-1700,0.9843425751,BRL,1,2022-1-1
VALE3,OP,P,56.47,-63800,0.1762633324,BRL,1,2021-7-12
CYRE3,OP,P,17,200,3.647447109,BRL,1,2022-1-1
GGBR4,OP,P,20.15,58200,0.07361270487,BRL,1,2021-7-12
MGLU3,OP,P,7.89,2300,1.082967997,BRL,1,2021-7-12
B3SA3,OP,P,14.06,7000,2.880879402,BRL,1,2021-7-12
VALE3,OP,C,83.47,-55400,0.1176192984,BRL,1,2021-7-12
CYRE3,OP,C,19.41,30600,0.01849172078,BRL,1,2021-7-12
VALE3,OP,C,108.47,-1700,0.008270518854,BRL,1,2021-7-12
VIIA3,OP,C,9.4,7000,0.004953320604,BRL,1,2021-7-12
MGLU3,OP,P,19.99,98800,12.74159718,BRL,1,2022-1-1
EGIE3,OP,C,40.5,-6000,0.6025492549,BRL,1,2022-1-1
USIM5,OP,C,15.82,114000,0.09708605707,BRL,1,2021-7-12
EQTL,OP,P,22.03,1800,0.3093576133,BRL,1,2021-7-12
EQTL,OP,P,22.5,10600,0.7879236341,BRL,1,2022-1-1
BOVA,OP,C,117,156808,0.1861747652,BRL,1,2022-1-1
VIIA3,OP,P,21.25,4500,15.92636776,BRL,1,2021-7-12
RADL3,OP,P,21.4,-500,0.7332063913,BRL,1,2022-1-1
LAME4,OP,C,7.2,-3300,0.08345384151,BRL,1,2022-1-1
BRML3,OP,C,8.4,30400,0.1321793646,BRL,1,2021-7-12
GE,OP,P,80,694,0.2447220236,USD,100,2021-7-12
BRFS3,OP,C,22,-3400,0.1193637922,BRL,1,2021-7-12
ELET6,ST,,,-8850,32.23999786,BRL,1,
ELET3,OP,P,38.55,1300,5.66163063,BRL,1,2021-7-12
EMBR3,OP,C,16,-800,6.243454933,BRL,1,2023-0-1
BRFS3,OP,C,22.5,92800,0.08631200343,BRL,1,2021-7-12
BBSE,ST,,,1386,20.55999947,BRL,1,
VIIA3,OP,C,9.6,17400,0.02394987457,BRL,1,2022-1-1
CYRE3,OP,C,15.91,-27800,0.09497478604,BRL,1,2021-7-12
USIM5,OP,C,21.07,-3900,0.007924894802,BRL,1,2021-7-12
VALE3,OP,P,81.61,37600,11.80595684,BRL,1,2022-4-4
VALE3,OP,C,92.47,-15800,0.03602703288,BRL,1,2021-7-12
MGLU3,OP,P,14.99,21100,7.936682701,BRL,1,2021-7-12
BBAS,OP,C,32.62,600,0.6377733946,BRL,1,2021-7-12
BBDC4,OP,P,19.59,-7600,0.79317981,BRL,1,2022-1-1
VIIA3,OP,P,13.25,600,7.959294796,BRL,1,2021-7-12
BRAP4,OP,P,49.66,27300,1.506958604,BRL,1,2021-7-12
VIVT3,OP,C,52,12100,0.869353652,BRL,1,2022-1-1
VIVT3,OP,C,47.38,100,2.969248056,BRL,1,2021-7-12
SANB11,OP,P,34.7,100,2.185462952,BRL,1,2021-7-12
EMBR3,OP,C,23,27500,0.09272368252,BRL,1,2021-7-12
ELET3,OP,C,64.05,-6300,0.0002146763145,BRL,1,2021-7-12
B3SA3,OP,C,12.57,-100,0.415035665,BRL,1,2022-8-2
ELET3,OP,P,27.8,300,0.09821742028,BRL,1,2021-7-12
EMBR3,OP,C,12,93600,6.512657642,BRL,1,2022-1-1
PETR4,OP,C,33.24,-157200,0.1251752973,BRL,1,2021-7-12
VALE3,OP,P,80.47,2800,10.21946621,BRL,1,2022-1-1
HYPE3,OP,C,27,10100,1.480121255,BRL,1,2022-1-1
YDUQ3,OP,C,24.5,69100,0.3398983777,BRL,1,2021-7-12
PETR4,OP,P,29.99,3200,1.247432351,BRL,1,2021-7-12
PCAR3,OP,P,21,-2000,0.4743657112,BRL,1,2021-7-12
GGBR4,OP,C,25.65,-9100,1.473887205,BRL,1,2021-7-12
B3SA3,OP,C,12.31,10700,0.09656767547,BRL,1,2021-7-12
MGLU3,OP,P,17.99,6500,10.92115402,BRL,1,2021-7-12
LAME4,OP,P,6.4,-40000,1.289057136,BRL,1,2021-7-12
MGLU3,OP,C,11.49,1600,0.05937164649,BRL,1,2022-1-1
MULT3,OP,P,22,6200,2.810184717,BRL,1,2021-7-12
USIM5,OP,C,14.32,113700,0.3808882535,BRL,1,2021-7-12
CIEL3,OP,C,2.16,-152500,0.05485085398,BRL,1,2021-7-12
VALE3,OP,P,90.61,2000,18.57314682,BRL,1,2022-4-4
EMBR3,OP,C,21.5,-10900,0.6299718022,BRL,1,2022-1-1
VALE3,OP,C,62.47,2700,10.22145176,BRL,1,2022-1-1
JBSS3,OP,P,32.98,-3000,1.239920974,BRL,1,2022-1-1
VALE3,OP,C,88.47,-32000,0.05461838841,BRL,1,2021-7-12
MULT3,OP,P,18,30000,0.3454261124,BRL,1,2021-7-12
EMBR3,OP,P,21,11600,2.858061075,BRL,1,2021-7-12
BRFS3,OP,C,21.75,-58800,0.4795498252,BRL,1,2022-1-1
BRDT3,OP,P,22.72,36600,1.61835897,BRL,1,2021-7-12
MGLU3,OP,P,23.24,11400,16.14787865,BRL,1,2021-7-12
GOAU4,OP,C,9.01,-36100,1.900416017,BRL,1,2021-7-12
MGLU3,OP,C,14.24,1200,0.005839075893,BRL,1,2021-7-12
LAME4,OP,C,6.2,2700,0.2234507799,BRL,1,2022-1-1
BBAS,OP,P,31.46,48700,1.434954166,BRL,1,2022-1-1
ITSA4,OP,C,9.54,-32400,0.5759478211,BRL,1,2022-1-1
ABEV,OP,P,14.82,-71000,0.1045101583,BRL,1,2021-7-12
PCAR3,OP,C,22.5,3200,0.6627042294,BRL,1,2021-7-12
BBDC4,OP,P,18.05,23080,0.1315200478,BRL,1,2021-7-12
BRML3,OP,P,8.6,-58300,1.015825152,BRL,1,2022-1-1
PETR4,OP,C,25.49,42100,4.337329388,BRL,1,2021-7-12
PETR4,OP,P,30.35,-200,2.486501932,BRL,1,2022-8-3
JBSS3,ST,,,-537,34.125,BRL,1,
MGLU3,OP,C,18.24,800,0.01196626388,BRL,1,2022-1-1
PETR4,OP,P,32.74,26900,3.264673471,BRL,1,2021-7-12
BBDC4,OP,P,21.68,93280,1.72789073,BRL,1,2021-7-12
VIVT3,OP,P,51,-1700,2.131997108,BRL,1,2022-1-1
VALE3,OP,P,73.47,-29000,4.135037422,BRL,1,2021-7-12
BBDC4,OP,C,19.82,292000,0.7889050841,BRL,1,2021-7-12
LAME4,OP,C,6.6,-42100,0.03812384978,BRL,1,2021-7-12
CSNA,OP,C,29.73,5600,0.02988817357,BRL,1,2021-7-12
GGBR4,OP,P,25.15,41200,0.5445285439,BRL,1,2021-7-12
PETR4,OP,C,30.49,-160100,0.6789835691,BRL,1,2021-7-12
CSNA,OP,P,19.98,-18600,0.420001924,BRL,1,2021-7-12
MGLU3,OP,P,6.79,-800,0.4026711881,BRL,1,2021-7-12
ABEV,OP,P,15.07,-87200,0.1433502138,BRL,1,2021-7-12
BBDC4,OP,C,25.55,-300,0.05340398476,BRL,1,2022-1-1
PETR4,OP,C,30.85,-93300,1.247999549,BRL,1,2022-1-1
RADL3,OP,P,22.9,-1800,1.448881388,BRL,1,2022-1-1
BBSE,OP,C,23,-4700,0.1630687118,BRL,1,2022-1-1
VIIA3,OP,P,7.5,-45400,2.250730276,BRL,1,2021-7-12
PETR3,OP,C,31,-9600,1.596087217,BRL,1,2022-1-1
B3SA3,OP,P,9.75,-30600,0.2398006022,BRL,1,2022-1-1
BRML3,ST,,,167521,7.734999657,BRL,1,
PETR4,OP,C,17.49,20000,12.11418533,BRL,1,2021-7-12
VALE3,OP,C,95.47,3900,0.1551031023,BRL,1,2022-1-1
ITSA4,OP,C,12.22,8800,6.16E-05,BRL,1,2021-7-12
PETR4,OP,P,26.99,-298400,0.3502579331,BRL,1,2021-7-12
B3SA3,OP,C,11.56,148500,0.2796586156,BRL,1,2021-7-12
VALE3,OP,C,73.47,425400,1.458452463,BRL,1,2021-7-12
VALE3,OP,P,43.21,65100,0.4703332186,BRL,1,2022-0-5
CIEL3,OP,P,2.06,-108100,0.111287646,BRL,1,2021-7-12
GGBR4,OP,C,32.4,21700,0.01683783717,BRL,1,2021-7-12
MULT3,OP,C,19.5,21100,1.27087903,BRL,1,2022-1-1
CSNA,OP,P,18.73,43300,0.2171845883,BRL,1,2021-7-12
MGLU3,OP,P,14.24,40000,7.190288544,BRL,1,2021-7-12
VALE3,OP,C,78.47,-35300,1.671741009,BRL,1,2022-1-1
VALE3,OP,P,97.61,-28800,24.57777023,BRL,1,2022-4-4
BRKM5,OP,C,46.5,-10000,8.577892303,BRL,1,2022-1-1
BRAP4,OP,C,47,7400,5.023302078,BRL,1,2022-1-1
KLBN11,OP,P,22.4,1500,0.1697293818,BRL,1,2021-7-12
ELET3,OP,C,35.55,-200,0.3083696961,BRL,1,2021-7-12
CIEL3,OP,C,3.76,-2800,0.003014274174,BRL,1,2021-7-12
UGPA3,OP,P,14.8,-10500,1.020846009,BRL,1,2021-7-12
BRML3,OP,C,9,41700,0.1832075715,BRL,1,2022-1-1
BBDC4,OP,P,17.77,-4000,0.3244508803,BRL,1,2022-1-1
ABEV,OP,C,18.32,124100,0.02305162139,BRL,1,2021-7-12
KLBN11,OP,C,20.9,100,3.472785711,BRL,1,2021-7-12
PCAR3,OP,C,28.5,-29500,0.01961682178,BRL,1,2021-7-12
HYPE3,OP,C,28.72,-25400,0.2632305026,BRL,1,2021-7-12
VALE3,OP,P,83.47,-16600,12.72366714,BRL,1,2022-1-1
BRKM5,OP,C,61,100,1.399050832,BRL,1,2022-1-1
PETR4,OP,P,25.49,402500,0.2093162835,BRL,1,2021-7-12
GGBR4,OP,P,23.65,-16200,0.2493943423,BRL,1,2021-7-12
VIIA3,OP,P,18,62300,12.68969059,BRL,1,2021-7-12
BBDC4,OP,C,21.02,136200,0.272931397,BRL,1,2021-7-12
ITUB4,OP,P,28.16,-102500,5.678652763,BRL,1,2021-7-12
BBSE,OP,P,19.5,100,0.4715408385,BRL,1,2022-8-2
CYRE3,OP,C,15,-78700,0.6230728626,BRL,1,2022-1-1
VALE3,OP,C,91.47,5500,0.04023829848,BRL,1,2021-7-12
VALE3,OP,C,74.47,275600,1.141421199,BRL,1,2021-7-12
BBDC3,OP,C,18.11,34400,0.1854309291,BRL,1,2021-7-12
PETR4,OP,C,29.49,-87800,1.148075342,BRL,1,2021-7-12
ABEV,OP,P,19.57,48600,3.582918167,BRL,1,2021-7-12
JBSS3,OP,P,36.98,6200,3.38424325,BRL,1,2022-1-1
BBAS,OP,C,32.48,-50300,4.376513481,BRL,1,2022-9-8
BRAP4,OP,C,48.5,12500,4.016115189,BRL,1,2022-1-1
PETR4,OP,P,29.49,219500,1.004630804,BRL,1,2021-7-12
CSNA,OP,C,27.73,-55300,0.05634852126,BRL,1,2021-7-12
VALE3,OP,P,82.47,19800,11.79359055,BRL,1,2021-7-12
EMBR3,OP,C,20,800,0.4456097782,BRL,1,2021-7-12
TAEE11,OP,C,38,10000,0.6297881603,BRL,1,2022-1-1
VALE3,OP,C,129.47,-1000,0.02694359608,BRL,1,2022-1-1
MGLU3,OP,P,8.09,83900,1.242674351,BRL,1,2021-7-12
BRDT3,OP,P,21.72,-27000,0.9384480715,BRL,1,2021-7-12
YDUQ3,OP,C,20.5,-14500,2.876976013,BRL,1,2022-1-1
BRKM5,OP,P,47.5,7900,0.6338512301,BRL,1,2021-7-12
GGBR4,OP,P,25.65,-13000,0.7006397247,BRL,1,2021-7-12
BBSE,OP,C,23,-400,0.3099645674,BRL,1,2022-8-2
BBDC4,OP,P,21.23,-8060,1.362468243,BRL,1,2021-7-12
PETR4,OP,P,22.49,-22300,0.08026561886,BRL,1,2021-7-12
BBAS,OP,C,32.96,200,1.220734835,BRL,1,2022-1-1
ITUB4,OP,C,21.91,-48300,0.9792664051,BRL,1,2021-7-12
VIVT3,OP,C,50.13,-100,0.9566246271,BRL,1,2021-7-12
BBDC4,OP,C,23.7,2100,0.1523422003,BRL,1,2022-1-1
BBSE,OP,P,16.98,-800,0.02884905972,BRL,1,2021-7-12
VALE3,OP,P,40.47,-1000,0.5360909104,BRL,1,2022-1-10
CYRE3,ST,,,2496,13.34500027,BRL,1,
BBAS,OP,C,30.21,16500,2.705639124,BRL,1,2022-1-1
MRFG,OP,P,26,-15100,4.033010006,BRL,1,2022-1-1
ELET3,OP,C,33.05,8900,2.012593031,BRL,1,2022-1-1
ITUB4,OP,C,26.16,-233000,0.015977256,BRL,1,2021-7-12
GGBR4,OP,P,21.65,38500,0.1022753567,BRL,1,2021-7-12
BBDC4,OP,C,23.45,24300,0.1786622405,BRL,1,2022-1-1
BBDC4,OP,C,24.64,-3050,0.009425765835,BRL,1,2021-7-12
KLBN11,OP,C,22.9,74000,1.677274585,BRL,1,2021-7-12
CSNA,OP,P,23.73,-2400,2.260057211,BRL,1,2021-7-12
VALE3,OP,C,81.97,-53200,0.1646953076,BRL,1,2021-7-12
AMZN,OP,P,3120,100,12.47741604,USD,100,2021-7-12
EGIE3,OP,C,39.5,-2500,0.9614505172,BRL,1,2022-1-1
PETR4,OP,P,24.1,195000,1.060822606,BRL,1,2022-5-7
B3SA3,OP,P,6.98,33700,0.009424869902,BRL,1,2021-7-12
MGLU3,OP,P,11.24,11500,4.158344746,BRL,1,2022-1-1
VALE3,OP,C,80.47,-176200,0.2350328416,BRL,1,2021-7-12
VALE3,OP,P,63.61,73200,3.092676401,BRL,1,2022-4-4
CSNA,OP,P,20.5,-10200,1.126942515,BRL,1,2022-1-1
ITUB4,OP,P,26.16,3400,3.696550131,BRL,1,2021-7-12
BBAS,OP,P,27.87,-21000,0.1535846293,BRL,1,2021-7-12
ABEV,OP,C,19.32,100200,0.01299029216,BRL,1,2021-7-12
BRDT3,ST,,,67999,21.27500153,BRL,1,
CYRE3,OP,P,17.41,-8700,4.023505211,BRL,1,2021-7-12
EMBR3,OP,P,22.5,28400,4.349521637,BRL,1,2022-1-1
BBAS,OP,C,34.12,-5500,0.2643607557,BRL,1,2021-7-12
MGLU3,OP,C,10.74,-1300,0.08337062597,BRL,1,2022-1-1
VALE3,OP,C,111.47,-1500,0.05454331264,BRL,1,2022-1-1
TAEE11,OP,C,35.5,-10100,1.049001455,BRL,1,2021-7-12
QQQ,OP,P,367,-250,2.734251022,USD,100,2021-7-12
USIM5,OP,C,13.82,-30300,0.565839231,BRL,1,2021-7-12
BBDC4,OP,P,22.14,32340,2.130486727,BRL,1,2021-7-12
VIIA3,OP,C,9.2,-100,0.006685493048,BRL,1,2021-7-12
VIIA3,OP,P,19,32300,13.68571854,BRL,1,2021-7-12
BRFS3,OP,C,29,-25700,0.0009597137687,BRL,1,2021-7-12
BOVA,OP,C,99,-233795,4.11414957,BRL,1,2022-1-1
TAEE11,OP,C,36,-29000,1.509418011,BRL,1,2022-1-1
JBSS3,ST,,,537,34.125,BRL,1,
VIIA3,OP,P,15,393300,9.702072144,BRL,1,2021-7-12
ITSA4,OP,C,10.72,34800,0.01450365968,BRL,1,2021-7-12
VIIA3,OP,P,20,1900,14.68155766,BRL,1,2021-7-12
BBAS,OP,C,35.62,-8500,0.1042536795,BRL,1,2021-7-12
MGLU3,OP,C,11.24,1400,0.01987602189,BRL,1,2021-7-12
CSNA,OP,P,35.23,78900,13.28505325,BRL,1,2021-7-12
