symbol_underlying,symbol,product_type,put_call,strike,net_position,price,currency,multiplier,maturity_date
MGLU3,MGL3A,OP,C,11.74,3100,0.05,BRL,1,2022-1-1
VALE3,VAL3E,OP,P,43.47,336400,0.01,BRL,1,2021-7-12
VIIA3,VIA3A,OP,C,6.52,277600,0.25,BRL,1,2022-8-2
JBSS3,JBS3E,OP,P,31.73,6200,0.41,BRL,1,2021-7-12
CSNA3,CSN3E,OP,P,17.23,-34600,0.11,BRL,1,2021-7-12
BBAS3,BBASE,OP,C,31.96,4800,1.53,BRL,1,2022-1-1
BOV11,BOV9E,OP,P,124,146,26.42,BRL,1,2021-7-12
ITUB4,ITB4E,OP,P,21.66,171700,0.4,BRL,1,2021-7-12
USIM5,USIMA,OP,C,20.32,17000,0.01,BRL,1,2021-7-12
VALE3,VAL3E,OP,P,62.61,-9000,2.79,BRL,1,2022-4-4
VALE3,VAL3A,OP,C,55.47,-2100,15.09,BRL,1,2021-7-12
VALE3,VAL3E,OP,C,100.47,-800,0.06,BRL,1,2022-1-1
MGLU3,MGL3A,OP,C,14.49,12700,0.02,BRL,1,2022-1-1
BOV11,BOV9E,OP,P,84,606,0.78,BRL,1,2022-1-1
BBAS3,BBASE,OP,P,44.12,200,12.65,BRL,1,2021-7-12
VIIA3,VIA3A,OP,C,11,-18400,0.01,BRL,1,2022-1-1
BBSE3,BBS3A,OP,C,23,-400,0.29,BRL,1,2022-8-2
ABEV3,ABV3E,OP,P,16.57,22400,0.85,BRL,1,2021-7-12
EQTL3,EQT3E,OP,P,22.03,1800,0.38,BRL,1,2021-7-12
VIIA3,VIA3A,OP,C,7,75400,0.03,BRL,1,2021-7-12
TAE11,TAE1A,OP,C,37.5,38400,0.76,BRL,1,2022-1-1
XLE,XLE,ST,,,0,54.01,USD,1,
MRFG3,MRF3A,OP,C,26,-14700,0.29,BRL,1,2022-1-1
ABEV3,ABV3A,OP,C,16.07,-53200,0.36,BRL,1,2021-7-12
MGLU3,MGL3E,OP,P,10.99,28100,4.07,BRL,1,2021-7-12
BBDC4,BDC4A,OP,C,21.91,65800,0.4,BRL,1,2022-1-1
BBAS3,BBASE,OP,P,27.48,-10100,1.06,BRL,1,2022-0-5
VIIA3,VIA3E,OP,C,10.25,1900,0.01,BRL,1,2022-1-1
RADL3,RAL3E,OP,P,21.87,8400,0.67,BRL,1,2021-7-12
VALE3,VAL3E,OP,C,75.97,-31800,0.72,BRL,1,2021-7-12
HYPE,HYP3A,OP,C,27,10100,1.38,BRL,1,2022-1-1
PETR4,PTR4E,OP,C,30.49,-160100,0.65,BRL,1,2021-7-12
EMBR3,EMB3A,OP,C,21.5,-7700,0.19,BRL,1,2021-7-12
MGLU3,MGL3E,OP,P,9.89,800,2.99,BRL,1,2021-7-12
BBDC4,BDC4E,OP,P,21.41,-26920,1.86,BRL,1,2022-1-1
BBAS3,BBASA,OP,C,33.21,-15300,1.02,BRL,1,2022-1-1
BBAS3,BBASE,OP,C,28.46,100,3.79,BRL,1,2022-1-1
PETR4,PTR4E,OP,C,27.35,1200,4.1,BRL,1,2022-8-3
ITUB4,ITB4E,OP,P,23.16,66100,1.15,BRL,1,2021-7-12
MGLU3,MGL3A,OP,C,10.49,6500,0.08,BRL,1,2022-1-1
PETR4,PTR4E,OP,C,31.35,-79100,1.92,BRL,1,2022-8-3
ABEV3,ABV3E,OP,P,21.57,4700,5.62,BRL,1,2021-7-12
BRFS3,BRF3A,OP,C,25,-39300,0.02,BRL,1,2021-7-12
BBAS3,BBASE,OP,P,33.62,28100,2.51,BRL,1,2021-7-12
GOAU4,GOA4A,OP,C,9.99,-30000,1.25,BRL,1,2022-1-1
B3SA3,B3SAA,OP,C,16.1,300,0.01,BRL,1,2022-1-1
RADL3,RAL3A,OP,C,25.37,30500,0.03,BRL,1,2021-7-12
CSNA3,CSN3A,OP,C,19.73,5100,2.36,BRL,1,2021-7-12
PETR4,PTR4E,OP,P,20.74,-40400,0.01,BRL,1,2021-7-12
SANB1,SAN1A,OP,C,34.7,28700,1.01,BRL,1,2022-1-1
PETR4,PTR4E,OP,P,19.99,35800,0.01,BRL,1,2021-7-12
PETR3,PTR3A,OP,C,30.5,-2000,1.81,BRL,1,2022-1-1
CYRE3,CYR3E,OP,P,17.41,-8700,4.18,BRL,1,2021-7-12
HYPE,HYP3A,OP,C,28.22,-5000,0.32,BRL,1,2021-7-12
BRFS3,BRF3A,OP,C,30,13900,0.01,BRL,1,2021-7-12
VIIA3,VIA3A,OP,C,9.8,30800,0.01,BRL,1,2021-7-12
ELET6,ELE6E,OP,P,33.5,12000,1.92,BRL,1,2021-7-12
VIIA3,VIA3A,OP,C,5.8,4000,0.33,BRL,1,2022-1-1
VIIA3,VIA3A,OP,C,10,-31700,0.01,BRL,1,2022-1-1
PETR4,PTR4E,OP,P,29.35,-152800,1.51,BRL,1,2022-1-1
EGIE1,EGE3A,OP,C,41,5200,0.44,BRL,1,2022-1-1
JBSS3,JBS3E,OP,P,32.98,-4600,0.74,BRL,1,2021-7-12
ABEV3,ABV3A,OP,C,20,65000,0.03,BRL,1,2022-1-1
PCAR3,PCA3E,OP,P,26.5,27300,4.71,BRL,1,2021-7-12
ITUB4,ITB4E,OP,P,23.41,-44600,1.33,BRL,1,2021-7-12
VALE3,VAL3E,OP,P,79.47,64400,9.19,BRL,1,2021-7-12
CSNA3,CSN3E,OP,P,23.23,32800,2.05,BRL,1,2021-7-12
BOV11,BOV9E,OP,P,131,9900,33.39,BRL,1,2021-7-12
VALE3,VAL3E,OP,P,40.47,-31300,0.01,BRL,1,2021-7-12
MULT3,MUL3E,OP,P,18,30000,0.35,BRL,1,2021-7-12
GGBR4,GGB4A,OP,C,30.9,100,0.04,BRL,1,2021-7-12
BRFS3,BRF3E,OP,P,20.5,-60800,1.84,BRL,1,2022-1-1
PETR4,PTR4E,OP,P,29.6,-178400,2.34,BRL,1,2022-4-4
BBAS3,BBASE,OP,P,32.12,85200,1.44,BRL,1,2021-7-12
VIIA3,VIA3E,OP,P,6.2,41700,1.18,BRL,1,2022-1-1
VALE3,VAL3E,OP,P,85.97,10400,15.46,BRL,1,2021-7-12
BRAP4,BRA4E,OP,P,44.66,-3200,0.4,BRL,1,2021-7-12
VIIA3,VIA3A,OP,C,5.4,2400,0.27,BRL,1,2021-7-12
TSLA,TSLA,ST,,,0,1095,USD,1,
BBAS3,BBASE,OP,P,27.12,-10500,0.13,BRL,1,2021-7-12
RADL3,RAL3A,OP,C,21.37,32400,0.99,BRL,1,2021-7-12
BBAS3,BBASE,OP,P,30.12,-66400,0.56,BRL,1,2021-7-12
VIIA3,VIA3A,OP,C,11.5,59000,0.01,BRL,1,2021-7-12
PETR4,PTR4E,OP,P,29.99,323800,1.29,BRL,1,2021-7-12
GGBR4,GGB4E,OP,P,28.4,-800,2.43,BRL,1,2021-7-12
ELET6,ELE6A,OP,C,37.5,-11000,0.08,BRL,1,2021-7-12
VALE3,VAL3E,OP,P,84.47,36100,13.98,BRL,1,2021-7-12
LAME4,LAM4E,OP,P,5.7,10700,0.73,BRL,1,2021-7-12
BRAP4,BRA4A,OP,C,52.66,-3300,0.74,BRL,1,2021-7-12
BRAP4,BRA4A,OP,C,47.16,-2700,3.65,BRL,1,2021-7-12
ELET3,ELE3A,OP,C,39.55,30000,0.07,BRL,1,2021-7-12
MRFG3,MRF3A,OP,C,25.1,29900,0.12,BRL,1,2021-7-12
ABEV3,ABV3E,OP,P,15.57,100,1.1,BRL,1,2022-9-8
VALE3,VAL3A,OP,C,77.47,42000,1.85,BRL,1,2022-1-1
BRAP4,BRA4E,OP,P,52.66,-15300,3.37,BRL,1,2021-7-12
BBDC4,BDC4E,OP,C,22.39,97500,0.05,BRL,1,2021-7-12
VIIA3,VIA3E,OP,P,15.5,20100,10.11,BRL,1,2022-1-1
RADL3,RAL3E,OP,P,22.37,4900,0.95,BRL,1,2021-7-12
PETR4,PTR4A,OP,C,28.24,-400700,1.9,BRL,1,2021-7-12
MULT3,MUL3E,OP,P,19.5,20300,0.94,BRL,1,2021-7-12
ABEV3,ABV3E,OP,P,20.5,-100,4.42,BRL,1,2022-1-1
VALE3,VAL3E,OP,P,93.47,3200,22.88,BRL,1,2021-7-12
CSNA3,CSN3E,OP,P,18.98,-1000,0.28,BRL,1,2021-7-12
VIIA3,VIA3A,OP,C,13,400,0.01,BRL,1,2022-1-1
VIIA3,VIA3A,OP,C,9,-72300,0.02,BRL,1,2022-1-1
EQTL3,EQT3A,OP,C,26,8000,0.17,BRL,1,2022-1-1
CYRE3,CYR3E,OP,P,15.91,6500,2.74,BRL,1,2021-7-12
ABEV3,ABV3E,OP,C,17.25,114200,0.3,BRL,1,2022-1-1
MGLU3,MGL3E,OP,C,13.49,-46700,0.01,BRL,1,2021-7-12
B3SA3,B3SAE,OP,P,9.75,-30600,0.26,BRL,1,2022-1-1
BBDC4,BDC4E,OP,P,23.05,5320,3.16,BRL,1,2021-7-12
ITUB4,ITB4E,OP,P,29.16,32100,6.82,BRL,1,2021-7-12
MRFG3,MRF3A,OP,C,25.6,-11200,0.09,BRL,1,2021-7-12
VIIA3,VIA3E,OP,P,12.75,14100,7.5,BRL,1,2021-7-12
PETR4,PTR4E,OP,P,31.24,-6500,2.09,BRL,1,2021-7-12
PETR4,PTR4E,OP,C,28.35,25600,2.52,BRL,1,2022-1-1
MRFG3,MRF3E,OP,P,23,-9600,1.82,BRL,1,2022-1-1
B3SA3,B3SAE,OP,P,12.81,-9800,1.8,BRL,1,2021-7-12
BBAS3,BBASE,OP,P,25.87,18800,0.06,BRL,1,2021-7-12
BBDC4,BDC4E,OP,P,19.59,-7600,0.87,BRL,1,2022-1-1
U6768,SMH,OP,P,280,295,2.705,USD,100,2021-7-12
BBDC3,BDC3A,OP,C,17.99,-21600,0.54,BRL,1,2022-1-1
VIIA3,VIA3E,OP,C,6.9,-74000,0.12,BRL,1,2022-1-1
BRKM5,BRK5E,OP,P,59,1400,6.69,BRL,1,2021-7-12
ABEV3,ABV3E,OP,P,19,22700,2.99,BRL,1,2022-1-1
VALE3,VAL3E,OP,P,90.61,2000,19.03,BRL,1,2022-4-4
BBDC4,BDC4E,OP,P,18.93,1000,0.63,BRL,1,2022-1-1
KLBN1,KLB1E,OP,P,23.15,-16800,0.68,BRL,1,2022-1-1
ABEV3,ABV3A,OP,C,14,-5000,2.18,BRL,1,2022-1-1
BOV11,BOV9E,OP,P,130,9150,32.39,BRL,1,2021-7-12
VALE3,VAL3A,OP,C,135.47,-198900,0.01,BRL,1,2022-1-1
LAME4,LAME4,ST,,,260618,5.1,BRL,1,
VIIA3,VIA3E,OP,P,11.5,36100,6.25,BRL,1,2021-7-12
BRKM5,BRK5A,OP,C,56,-3500,1.22,BRL,1,2021-7-12
BRKM5,BRK5E,OP,P,49.5,4200,2.29,BRL,1,2022-1-1
CIEL3,CIL3E,OP,P,1.96,-32300,0.07,BRL,1,2021-7-12
MGLU3,MGL3E,OP,P,7.69,-64700,1,BRL,1,2021-7-12
TAE11,TAE1E,OP,P,38,14400,2.07,BRL,1,2021-7-12
VALE3,VAL3E,OP,P,95.47,44900,24.87,BRL,1,2021-7-12
PCAR3,PCA3A,OP,C,32,1000,0.04,BRL,1,2022-1-1
ITUB4,ITB4E,OP,P,26.91,37900,4.59,BRL,1,2021-7-12
BRKM5,BRK5A,OP,C,53,3000,4.09,BRL,1,2022-1-1
MRFG3,MRF3E,OP,P,23.6,10000,1.94,BRL,1,2021-7-12
BRML3,BRM3E,OP,P,8.2,30000,0.76,BRL,1,2022-1-1
VIIA3,VIA3E,OP,C,9.5,8800,0.02,BRL,1,2022-1-1
EMBR3,EMB3E,OP,P,9,-31400,0.37,BRL,1,2023-0-1
CIEL3,CIL3E,OP,P,2.36,325000,0.37,BRL,1,2021-7-12
BBAS3,BBASE,OP,C,30.96,19100,2.06,BRL,1,2022-1-1
GGBR4,GGBR4,ST,,,-67800,26.17,BRL,1,
BRKM5,BRKM5,ST,,,86600,52.78,BRL,1,
MGLU3,MGL3A,OP,C,8.69,-136700,0.24,BRL,1,2022-1-1
BRFS3,BRF3E,OP,P,21.25,75000,2.35,BRL,1,2022-1-1
CSAN3,CSA3A,OP,C,23,10000,0.16,BRL,1,2021-7-12
ITSA4,ITSAE,OP,P,10.22,23100,0.6,BRL,1,2021-7-12
TAE11,TAE1E,OP,P,36.5,-1500,0.92,BRL,1,2021-7-12
USIM5,USIMA,OP,C,16.82,38500,0.04,BRL,1,2021-7-12
GGBR4,GGB4E,OP,P,19.9,12000,0.02,BRL,1,2021-7-12
B3SA3,B3SAA,OP,C,17.81,51100,0.01,BRL,1,2021-7-12
PETR4,PTR4E,OP,C,30.35,-1100,2.36,BRL,1,2022-8-3
EMBR3,EMB3E,OP,P,20,100500,2.47,BRL,1,2022-1-1
PETR4,PTR4E,OP,P,26.49,-402800,0.3,BRL,1,2021-7-12
MGLU3,MGL3A,OP,C,10.24,150600,0.03,BRL,1,2021-7-12
VALE3,VAL3E,OP,P,91.47,31700,20.9,BRL,1,2021-7-12
BBAS3,BBASA,OP,C,34.62,79400,0.16,BRL,1,2021-7-12
VIIA3,VIA3E,OP,C,7.7,-1600,0.06,BRL,1,2022-1-1
LAME4,LAM4E,OP,P,5,12300,0.3,BRL,1,2021-7-12
VALE3,VAL3E,OP,C,112.47,-600,0.01,BRL,1,2021-7-12
VALE3,VAL3E,OP,C,92.47,-15800,0.03,BRL,1,2021-7-12
VALE3,VAL3E,OP,P,97.61,-28800,25.02,BRL,1,2022-4-4
ITUB4,ITB4A,OP,C,26.16,-233000,0.01,BRL,1,2021-7-12
CSNA3,CSN3A,OP,C,34.73,-5300,0.01,BRL,1,2021-7-12
VALE3,VAL3E,OP,P,82.47,19800,12.03,BRL,1,2021-7-12
VBBR3,VBB3A,OP,C,24.5,30200,0.29,BRL,1,2022-1-1
BBAS3,BBASE,OP,P,28.96,26100,0.71,BRL,1,2022-1-1
PETR4,PTR4A,OP,C,37.1,5900,0.31,BRL,1,2022-8-2
VBBR3,VBB3E,OP,P,21.5,11100,1.28,BRL,1,2022-1-1
GGBR4,GGB4E,OP,P,24.4,204000,0.41,BRL,1,2021-7-12
VALE3,VAL3E,OP,P,80.47,2800,10.45,BRL,1,2022-1-1
VIVT3,VIVT3,ST,,,18000,49.98,BRL,1,
VIIA3,VIA3E,OP,P,10.5,1000,5.26,BRL,1,2021-7-12
BBSE3,BBS3E,OP,P,20.5,200,0.75,BRL,1,2022-1-1
PETR4,PTR4E,OP,P,29.35,-100,2.03,BRL,1,2022-8-3
ITUB4,ITB4E,OP,P,23.49,500,1.61,BRL,1,2022-1-1
PCAR3,PCA3A,OP,C,22.5,-12100,1.13,BRL,1,2022-1-1
BRFS3,BRF3E,OP,P,21,54100,1.92,BRL,1,2021-7-12
ITUB4,ITB4A,OP,C,18.24,-5000,4.38,BRL,1,2022-1-1
BRAP4,BRA4E,OP,P,47.66,1000,0.94,BRL,1,2021-7-12
MRFG3,MRF3A,OP,C,28.6,12000,0.01,BRL,1,2021-7-12
EMBR3,EMB3E,OP,P,21.5,12400,3.56,BRL,1,2022-1-1
RADL3,RAL3A,OP,C,26.37,100,0.01,BRL,1,2021-7-12
BBAS3,BBASE,OP,P,30.87,34500,0.82,BRL,1,2021-7-12
MGLU3,MGL3E,OP,P,16.49,3700,9.54,BRL,1,2021-7-12
CYRE3,CYR3E,OP,P,13.41,19800,0.82,BRL,1,2021-7-12
YDUQ3,YDU3E,OP,P,20.5,1000,1.17,BRL,1,2022-1-1
BBDC4,BDC4E,OP,P,31.41,900,11.19,BRL,1,2022-1-1
VIVT3,VVI3A,OP,C,52,12100,0.81,BRL,1,2022-1-1
VIVT3,VVI3A,OP,C,51,1100,1.16,BRL,1,2022-1-1
HYPE,HYP3E,OP,P,29,400,2.45,BRL,1,2022-1-1
ELET6,ELE6E,OP,P,36.5,-6000,4.39,BRL,1,2021-7-12
USIM5,USIMA,OP,C,12.82,-131800,1.08,BRL,1,2021-7-12
ITSA4,ITSAA,OP,C,9.72,143700,0.21,BRL,1,2021-7-12
VALE3,VAL3E,OP,P,103.47,-19900,32,BRL,1,2022-1-1
B3SA3,B3SAA,OP,C,12.6,-95900,0.23,BRL,1,2022-1-1
BOV11,BOV9A,OP,C,96,-9627,3.41,BRL,1,2021-7-12
MULT3,MUL3E,OP,P,19.75,4000,1.48,BRL,1,2022-1-1
VALE3,VAL3E,OP,P,86.61,12300,15.82,BRL,1,2022-4-4
VALE3,VAL3E,OP,P,88.47,29700,17.93,BRL,1,2021-7-12
PCAR3,PCA3E,OP,P,29,88300,7.18,BRL,1,2021-7-12
VIIA3,VIA3E,OP,P,7.8,-43300,2.57,BRL,1,2021-7-12
GGBR4,GGB4A,OP,C,25.9,129300,1.21,BRL,1,2021-7-12
VIIA3,VIA3A,OP,C,12,-14100,0.01,BRL,1,2022-1-1
MGLU3,MGL3E,OP,P,18.74,24000,11.63,BRL,1,2022-1-1
B3SA3,B3SAA,OP,C,13.1,-94200,0.15,BRL,1,2022-1-1
LAME4,LAM4A,OP,C,5.7,-58500,0.15,BRL,1,2021-7-12
KLBN1,KLB1A,OP,C,25.9,800,0.15,BRL,1,2021-7-12
EGIE1,EGE3A,OP,C,38,-18000,1.04,BRL,1,2021-7-12
MULT3,MUL3E,OP,C,28.25,-2600,0.01,BRL,1,2021-7-12
BBDC3,BDC3E,OP,P,16.99,-23000,0.86,BRL,1,2022-1-1
GGBR4,GGB4A,OP,C,25.78,-23100,2.04,BRL,1,2022-1-1
GGBR4,GGB4E,OP,C,26.15,75300,1.07,BRL,1,2021-7-12
PETR4,PTR4E,OP,P,29.24,-466500,0.93,BRL,1,2021-7-12
BOV11,BOV9A,OP,C,95,19900,6,BRL,1,2022-1-1
LAME4,LAM4A,OP,C,6,-19800,0.26,BRL,1,2022-1-1
UGPA3,UGP3E,OP,P,9.9,-100,0.01,BRL,1,2021-7-12
CIEL3,CIL3E,OP,P,3.86,13900,1.83,BRL,1,2021-7-12
BBAS3,BBASE,OP,C,31.37,-37800,1.05,BRL,1,2021-7-12
BBSE3,BBS3E,OP,P,22.98,-21000,2.49,BRL,1,2021-7-12
CIEL3,CIL3E,OP,P,2.36,243700,0.39,BRL,1,2022-1-1
MGLU3,MGL3E,OP,P,18.24,9400,11.13,BRL,1,2022-1-1
ELET3,ELE3A,OP,C,35.55,-200,0.34,BRL,1,2021-7-12
ELET3,ELE3A,OP,C,34.55,5400,0.55,BRL,1,2021-7-12
VIIA3,VIA3E,OP,C,5.7,-38000,0.17,BRL,1,2021-7-12
VIIA3,VIA3A,OP,C,5.8,114100,0.14,BRL,1,2021-7-12
RADL3,RAL3E,OP,P,24.37,-1900,2.56,BRL,1,2021-7-12
PETR4,PTR4E,OP,P,36.99,3000,7.35,BRL,1,2021-7-12
MGLU3,MGL3E,OP,P,22.74,200,15.57,BRL,1,2022-1-1
BOV11,BOV9A,OP,C,93,-300,5.51,BRL,1,2021-7-12
ELET3,ELE3A,OP,C,39.05,900,0.35,BRL,1,2022-1-1
ELET3,ELE3A,OP,C,38.05,-5700,0.11,BRL,1,2021-7-12
MGLU3,MGL3E,OP,P,17.99,6500,11.04,BRL,1,2021-7-12
BBSE3,BBS3A,OP,C,22.48,-57300,0.06,BRL,1,2021-7-12
ITSA4,ITSAA,OP,C,10.22,158400,0.05,BRL,1,2021-7-12
BBAS3,BBASA,OP,C,33.12,107300,0.41,BRL,1,2021-7-12
BBAS3,BBASE,OP,C,36.87,-6800,0.04,BRL,1,2021-7-12
ITUB4,ITB4A,OP,C,26.24,42400,0.12,BRL,1,2022-1-1
CYRE3,CYR3A,OP,C,19.41,30600,0.01,BRL,1,2021-7-12
ITSA4,ITSAE,OP,P,9.52,70500,0.17,BRL,1,2021-7-12
BRKM5,BRK5E,OP,P,51,8400,1.65,BRL,1,2021-7-12
CIEL3,CIL3A,OP,C,2.56,300,0.05,BRL,1,2022-1-1
PCAR3,PCA3A,OP,C,27.5,1600,0.03,BRL,1,2021-7-12
VIIA3,VIA3E,OP,P,19.75,400,14.47,BRL,1,2021-7-12
ITUB4,ITB4A,OP,C,25.66,224500,0.02,BRL,1,2021-7-12
PETR4,PTR4E,OP,P,30.1,-49600,2.57,BRL,1,2022-4-4
EQTL3,EQT3A,OP,C,23,22400,1.02,BRL,1,2022-1-1
PETR4,PTR4E,OP,P,30.6,400,2.14,BRL,1,2022-1-1
VALE3,VAL3E,OP,P,70.61,-11800,5.72,BRL,1,2022-4-4
PETR4,PTR4E,OP,P,16.6,20400,0.01,BRL,1,2022-1-1
EGIE1,EGE3E,OP,P,40,-9100,1.71,BRL,1,2021-7-12
MGLU3,MGL3E,OP,P,12.49,40000,5.56,BRL,1,2021-7-12
BRFS3,BRF3E,OP,C,32.25,-100,0.01,BRL,1,2021-7-12
VIIA3,VIA3A,OP,C,9,-229600,0.01,BRL,1,2021-7-12
ELET6,ELE6A,OP,C,32,-24000,2.06,BRL,1,2022-1-1
VIIA3,VIA3A,OP,C,9.6,17400,0.02,BRL,1,2022-1-1
VALE3,VAL3A,OP,C,45.47,5000,25.37,BRL,1,2022-1-1
PETR4,PTR4E,OP,P,22.49,-22300,0.06,BRL,1,2021-7-12
JBSS3,JBS3E,OP,P,33.48,-2300,1.48,BRL,1,2022-1-1
B3SA3,B3SAE,OP,C,13.81,154400,0.02,BRL,1,2021-7-12
VIIA3,VIA3E,OP,P,13.5,12600,8.13,BRL,1,2022-1-1
BRKM5,BRK5A,OP,C,48.5,-4400,5.45,BRL,1,2021-7-12
ABEV3,ABV3A,OP,C,17.07,2500,0.09,BRL,1,2021-7-12
PETR4,PTR4E,OP,C,30.85,-93300,1.21,BRL,1,2022-1-1
VIIA3,VIA3E,OP,P,4.9,8400,0.22,BRL,1,2021-7-12
VIIA3,VIA3E,OP,P,14,64300,8.74,BRL,1,2021-7-12
KLBN1,KLB1A,OP,C,23.15,-10100,1.84,BRL,1,2022-1-1
ABEV3,ABV3E,OP,C,17.65,-600,0.41,BRL,1,2022-8-2
JBSS3,JBS3E,OP,P,30.98,-1100,0.71,BRL,1,2022-1-1
HYPE,HYP3A,OP,C,27.22,-1500,0.66,BRL,1,2021-7-12
YDUQ3,YDU3A,OP,C,23,-17400,1.49,BRL,1,2022-1-1
BBDC4,BDC4E,OP,C,22.16,-500,0.35,BRL,1,2022-1-1
ELET3,ELE3A,OP,C,32.55,-2800,1.36,BRL,1,2021-7-12
YDUQ3,YDU3A,OP,C,24.5,69100,0.31,BRL,1,2021-7-12
CSNA3,CSN3E,OP,P,22.23,9200,1.39,BRL,1,2021-7-12
MGLU3,MGL3E,OP,P,23.24,11400,16.27,BRL,1,2021-7-12
ITSA4,ITSAE,OP,P,9.74,21300,0.38,BRL,1,2022-1-1
VALE3,VAL3E,OP,P,64.61,33700,3.39,BRL,1,2022-4-4
EMBR3,EMB3E,OP,P,22,-8600,3.96,BRL,1,2022-1-1
ITUB4,ITB4A,OP,C,23.66,58300,0.18,BRL,1,2021-7-12
GGBR4,GGB4E,OP,P,25.4,700,0.68,BRL,1,2021-7-12
LAME4,LAM4A,OP,C,6.6,23500,0.14,BRL,1,2022-1-1
BBDC4,BDC4E,OP,C,25.07,19600,0.01,BRL,1,2021-7-12
RADL3,RAL3A,OP,C,22.87,-4700,0.29,BRL,1,2021-7-12
PETR4,PTR4E,OP,P,28.99,-262900,0.83,BRL,1,2021-7-12
VALE3,VAL3E,OP,C,94.47,33100,0.02,BRL,1,2021-7-12
BBDC3,BDC3E,OP,C,17.56,-2000,0.3,BRL,1,2021-7-12
USIM5,USIMA,OP,C,11.96,83400,2.11,BRL,1,2022-1-1
MGLU3,MGL3A,OP,C,12.74,-23400,0.01,BRL,1,2021-7-12
LAME4,LAM4E,OP,P,6.1,-35700,1.06,BRL,1,2021-7-12
VALE3,VAL3E,OP,P,41.97,34300,0.01,BRL,1,2021-7-12
KLBN1,KLBN1,ST,,,-79400,24.02,BRL,1,
GOAU4,GOA4A,OP,C,12.01,162000,0.07,BRL,1,2021-7-12
VALE3,VAL3E,OP,P,60.47,-10300,0.37,BRL,1,2021-7-12
ABEV3,ABV3E,OP,P,14.32,27900,0.07,BRL,1,2021-7-12
KLBN1,KLB1E,OP,P,22.9,71900,0.29,BRL,1,2021-7-12
ITUB4,ITB4E,OP,C,23.49,-21500,0.68,BRL,1,2022-1-1
VIIA3,VIA3A,OP,C,9.6,23500,0.01,BRL,1,2021-7-12
LAME4,LAM4A,OP,C,4.95,-20000,0.45,BRL,1,2021-7-12
BOV11,BOV9A,OP,C,97,40423,4.8,BRL,1,2022-1-1
BRKM5,BRK5E,OP,P,48.5,-6200,0.91,BRL,1,2021-7-12
BRKM5,BRK5A,OP,C,54,-6200,1.99,BRL,1,2021-7-12
USIM5,USIME,OP,P,11.32,100,0.13,BRL,1,2021-7-12
PETR4,PTR4A,OP,C,20.6,67800,9.28,BRL,1,2022-1-1
BBDC4,BDC4E,OP,P,20.5,98490,1.3,BRL,1,2022-1-1
PETR4,PTR4E,OP,P,25.99,-210300,0.26,BRL,1,2021-7-12
BRML3,BRM3A,OP,C,8,-78400,0.22,BRL,1,2021-7-12
BRFS3,BRF3E,OP,P,26.5,35100,7.16,BRL,1,2021-7-12
EGIE1,EGE3A,OP,C,39,-18800,0.52,BRL,1,2021-7-12
CIEL3,CIL3E,OP,P,1.96,-500,0.12,BRL,1,2022-1-1
VIIA3,VIA3E,OP,C,12.25,-300,0.01,BRL,1,2022-1-1
VALE3,VAL3E,OP,P,74.61,58500,7.75,BRL,1,2022-4-4
PETR4,PTR4A,OP,C,23.74,-8700,5.97,BRL,1,2021-7-12
HYPE,HYP3E,OP,P,27.22,-1600,0.97,BRL,1,2021-7-12
B3SA3,B3SAE,OP,P,17.81,-100,6.73,BRL,1,2021-7-12
MGLU3,MGL3E,OP,P,10.49,-20600,3.53,BRL,1,2022-1-1
MGLU3,MGL3E,OP,P,19.99,98800,12.86,BRL,1,2022-1-1
BRKM5,BRK5A,OP,C,51,-10400,3.65,BRL,1,2021-7-12
ELET3,ELE3A,OP,C,59.05,-29500,0.01,BRL,1,2021-7-12
BRML3,BRM3E,OP,P,8.4,46000,0.89,BRL,1,2022-1-1
AAPL,AAPL,OP,P,128.75,1609,0.645,USD,100,2022-1-1
CYRE3,CYR3E,OP,P,17,200,3.8,BRL,1,2022-1-1
USIM5,USIMA,OP,C,14.96,120200,0.6,BRL,1,2022-1-1
GGBR4,GGB4E,OP,C,28.15,-5200,0.33,BRL,1,2021-7-12
CSNA3,CSN3E,OP,P,38.73,500,16.99,BRL,1,2021-7-12
BBDC4,BDC4E,OP,P,22.39,36800,2.53,BRL,1,2021-7-12
PCAR3,PCA3E,OP,P,27.5,12600,5.69,BRL,1,2021-7-12
LAME4,LAM4E,OP,P,6.2,20000,1.24,BRL,1,2022-1-1
PETR4,PTR4E,OP,P,22.74,-49700,0.07,BRL,1,2021-7-12
BOV11,BOV9E,OP,P,119,89,20.52,BRL,1,2022-1-1
EMBR3,EMB3A,OP,C,27,22400,0.02,BRL,1,2021-7-12
ABEV3,ABV3E,OP,P,15.57,427300,0.3,BRL,1,2021-7-12
MGLU3,MGLU3,ST,,,1692800,6.88,BRL,1,
VBBR3,VBB3A,OP,C,22.22,23200,0.36,BRL,1,2021-7-12
KLBN1,KLB1A,OP,C,26.4,58200,0.09,BRL,1,2021-7-12
BBSE3,BBS3A,OP,C,21,1200,0.66,BRL,1,2022-1-1
B3SA3,B3SAA,OP,C,13.06,-88800,0.03,BRL,1,2021-7-12
EGIE1,EGE3A,OP,C,40.5,-6000,0.57,BRL,1,2022-1-1
BBAS3,BBASE,OP,P,25.62,12800,0.05,BRL,1,2021-7-12
